timestamp,game_id,round,entrant1_id,entrant1_name,entrant1_armor,entrant1_weapon,entrant1_damage,entrant2_id,entrant2_name,entrant2_armor,entrant2_weapon,entrant2_damage,winner_id,winner_name
2026-04-21 16:00:22,904a768c-b4d9-42b2-81ab-9e91452dd93f,8,5,Marcus,Chainmail,Club,5,1,Raymond,Steel Shield,Shortsword,0,5,Marcus
2026-04-21 16:00:22,904a768c-b4d9-42b2-81ab-9e91452dd93f,9,5,Marcus,Chainmail,Club,0,1,Raymond,Steel Shield,Shortsword,8,1,Raymond
2026-04-21 16:00:22,904a768c-b4d9-42b2-81ab-9e91452dd93f,10,5,Marcus,Chainmail,Club,5,1,Raymond,Steel Shield,Shortsword,0,5,Marcus
2026-04-21 16:00:23,904a768c-b4d9-42b2-81ab-9e91452dd93f,11,5,Marcus,Chainmail,Club,0,1,Raymond,Steel Shield,Shortsword,2,1,Raymond
2026-04-21 16:00:23,904a768c-b4d9-42b2-81ab-9e91452dd93f,12,5,Marcus,Chainmail,Club,7,1,Raymond,Steel Shield,Shortsword,0,5,Marcus
2026-04-21 16:00:23,904a768c-b4d9-42b2-81ab-9e91452dd93f,13,5,Marcus,Chainmail,Club,4,1,Raymond,Steel Shield,Shortsword,6,1,Raymond
2026-04-21 16:00:23,904a768c-b4d9-42b2-81ab-9e91452dd93f,14,5,Marcus,Chainmail,Club,6,1,Raymond,Steel Shield,Shortsword,20,1,Raymond
2026-04-21 16:00:24,904a768c-b4d9-42b2-81ab-9e91452dd93f,15,5,Marcus,Chainmail,Club,0,1,Raymond,Steel Shield,Shortsword,7,1,Raymond
2026-04-21 16:00:24,904a768c-b4d9-42b2-81ab-9e91452dd93f,16,5,Marcus,Chainmail,Club,4,1,Raymond,Steel Shield,Shortsword,8,1,Raymond
2026-04-21 16:00:24,904a768c-b4d9-42b2-81ab-9e91452dd93f,17,5,Marcus,Chainmail,Club,2,1,Raymond,Steel Shield,Shortsword,0,5,Marcus
2026-04-21 16:00:24,904a768c-b4d9-42b2-81ab-9e91452dd93f,18,5,Marcus,Chainmail,Club,0,1,Raymond,Steel Shield,Shortsword,4,1,Raymond
2026-04-21 16:00:25,904a768c-b4d9-42b2-81ab-9e91452dd93f,19,5,Marcus,Chainmail,Club,5,1,Raymond,Steel Shield,Shortsword,0,5,Marcus
2026-04-21 16:00:25,904a768c-b4d9-42b2-81ab-9e91452dd93f,20,5,Marcus,Chainmail,Club,4,1,Raymond,Steel Shield,Shortsword,0,5,Marcus
2026-04-21 16:00:25,904a768c-b4d9-42b2-81ab-9e91452dd93f,21,5,Marcus,Chainmail,Club,0,1,Raymond,Steel Shield,Shortsword,10,1,Raymond
